Nombre,Ubicación,Categoría,Descripción,Horarios,URL,Page
Finca Ecoturistica Villa Luz,Ibagué,Recreacion,"Descanso y relajación vivirás en la tierra de gente feliz de Ibagué gracias a la Finca Villa Luz, atendidos por sus propietarios, harán de tu hospedaje y pasadía los mejores, podrás gozar de un ambiente ecológico y natural mientras te relajas en su zona de Spa o caminas por sus lindos senderos. Esta villa fue creada para tu bienestar y el de los tuyos.",Lunes a Domingo 12:00 am a 12:00 pm,https://www.tolima.travel/prestadores-turisticos/finca-ecoturistica-villa-luz,4
Eco Parque Ciudad Perdida de Falan,Falan,Aventura,"Vive un auténtico recorrido natural por la historia colombiana… Te estamos hablando de la Ciudad Perdida de Falan que, a través de su bosque, caminos a las orillas de agua cristalina, cascadas majestuosas, túneles de ladrillo, muros de 2 a 4 metros de altura y estructuras construidas en laja tallada te harán disfrutar de un paseo inolvidable que quedara guardado para siempre en tu libro de los mejores viajes que has hecho por el Tolima. No lo dudes más, ponte tus botas, ropa cómoda, activa tu espíritu explorador y visítala.",Lunes a Lunes 8:00 am a 4:00 pm,https://www.tolima.travel/prestadores-turisticos/eco-parque-ciudad-perdida-de-falan,5
Finca Recreativa El Ark de Noé,Ibagué,Recreacion,"El aire puro es quien alimenta la dicha de que llegues a este lugar… El Ark de Noé es una finca de recreación diseñada para el descanso y la comodidad de los tuyos; ubicada tan solo 20 minutos de la ciudad de Ibagué por la vía Totumo – Rovira y llena de un ambiente completamente natural y un agradable clima cálido, harán de tu estadía o pasadía la mejor de todas. Su casa de huéspedes con capacidad para 22 personas y sus zonas verdes te ofrecerán una oportunidad única, estarás rodeado de animales exóticos y espacios recreativos para divertirte en grande.",Pasadías - Todos los días por reservación 9:00 am a 5:00 pm,https://www.tolima.travel/prestadores-turisticos/finca-recreativa-el-ark-de-noe,5
Restaurante La Ricotta,Ibagué,Gastronomía,"En la Av. Ambala con calle 69 de la ciudad de Ibagué encontrarás el auténtico sabor de la comida italiana... El Restaurante La Ricotta, gracias a sus 5 años, mágica combinación de ambiente y preparaciones clásicas y vanguardistas, sumergirán tus sentidos en una mezcla de sabores y texturas que te harán sonreír y suspirar.",Almuerzo - Lunes a Jueves 12:00 pm a 3:00 pm,https://www.tolima.travel/prestadores-turisticos/restaurante-la-ricotta,5
Hotel San Sebastian De Itaima,Piedras,Hospedaje,"Plan Descanso y Relax… Ahora nos vamos para Piedras, a 40 minutos de Ibagué está el Hotel San Sebastian de Itaima, especial para esos días en que buscas descanso total… un lugar hermoso y apacible, hallarás esa cálida atención que te llena de paz y tranquilidad; y si te animas, puedes hacerte un corto recorrido a pie o a caballo y terminar tu relajante experiencia con un buen baño de lodo terapia.",Lunes a domingo 12:00 am a 12:00 pm,https://www.tolima.travel/prestadores-turisticos/hotel-san-sebastian-de-itaima,5
Hostal Chez Holman,San Luis,Gastronomía,"En la vía san Luis (Tolima) a 45 minutos de la ciudad de Ibagué se encuentra ubicado el Hostal Chez Holman un lugar de esparcimiento campestre ideal para organizar tus eventos familiares, empresariales o tus celebraciones especiales, cuenta con amplias zonas verdes, hospedaje, piscina, restaurante y una capilla, convirtiéndolo en el lugar indicado para realizar un matrimonio al mejor estilo campestre. Si decides visitarlo los fines de semana el servicio de restaurante te ofrecerá piscina y la mejor comida a la parrilla. Y si eres un amante de la naturaleza podrás realizar senderismo que conduce al rio Luisa, no hay duda alguna que el Hostal Chez Holman te hará sentir como en casa.","Restaurante lo sábados, domingos y festivos 11:00 am a 5:00 pm",https://www.tolima.travel/prestadores-turisticos/hostal-chez-holman,5
Playa Hawai,Ibagué,Recreacion,"Es el centro vacacional y parque de agua con mayor proyección en el centro del País…Playa Hawai te ofrece diversión, buen clima, la pisciplaya más grande del país, 4 piscinas alternas y 8 puntos de comida con gran variedad de platos. Playa Hawai te espera para disfrutar como pasadía, huésped de nuestro hotel o como campista.",Martes a domingo 8:00 am a 5:00 pm,https://www.tolima.travel/prestadores-turisticos/playa-hawai,5
El Ilustre Bistro,Ibagué,Gastronomía,"Creado para todas las Ilustres personas de la ciudad de Ibagué… El Ilustre bistro es un lugar con ambientación Colonial - Moderna ideado para recrear momentos sensacionales acompañados de buena música y variedad de platos, su cocina de autor está basada en comida típica colombiana, línea de cafés y coctelería.",Lunes a domingo 8:00 am a 11:00 pm,https://www.tolima.travel/prestadores-turisticos/el-ilustre-bistro,5
Granja Interactiva Villa Cabras,Ibagué,Recreacion,"La Granja interactiva Villa Cabras es un lugar mágico agro-ecoturístico que te hará vivir la mejor experiencia granjera gracias al contacto que tendrás con las cabras y corderos en un espacio abierto lleno de experiencia natural generadora de conocimiento y conciencia ambiental. También, degustaras y podrás comprar sus productos lácteos de cabra y cárnicos de cordero. Visítala y se un granjero en familia por un día será la mejor experiencia para los más chicos y grandes",Lunes a domingo 8:00 am a 6:00 pm,https://www.tolima.travel/prestadores-turisticos/granja-interactiva-villa-cabras,5
Finca la Rivera,Ibagué,Hospedaje,"¿¿Sabías que puedes atravesar el Cañón del Combeima? Cuando visites la Finca la Rivera podrás hacerlo, se ingresa en un recorrido de 5 minutos por un teleférico ubicado a 300 mts de altura, tendrás una vista privilegiada no solo del cañón, sino también del nevado del Tolima; dentro de su reserva natural encontrarás restaurante, hotel, granja interactiva, camping, avistamiento de aves y senderos ecológicos; Déjate atrapar por la magia del cañón.",Miércoles a domingo y festivos 10:00 am a 5:30 pm,https://www.tolima.travel/prestadores-turisticos/finca-la-rivera,5
London House Pub,Ibagué,Gastronomía,"Si en Alemania la cerveza es un símbolo nacional, en Ibagué es toda una pasión gracias a London House…pub inspirado en la cultura inglesa, con un estilo único en la ciudad. Tiene para ti exclusivas cervezas importadas y nacionales, exquisita comida, una envidiable gama de bebidas y la mejor música de Rock y Pop que te harán pasar grandes momentos de Rock Star junto a tús amigos y familia.",Lunes a miércoles 5:30 pm a 12:00 am,https://www.tolima.travel/prestadores-turisticos/london-house-pub,5
La Casa Vieja Restaurant,Ibagué,Gastronomía,"Almuerza como en casa… Cuando estés en Juntas por el Cañón del Combeima, busca La Casa Vieja Restaurant, disfrutarás de exquisitos platos en medio del bello paisaje del cañón, lugar agradable, colonial y acogedor, la calidez de la atención de sus propietarios y el acompañamiento de música típica colombiana, te harán sentir realmente en casa; y si te animas a pasar una noche con este bello paisaje… no te pierdas de conocer sus cabañas de alojamiento.",Restaurante de lunes a domingo 8:00 am a 6:00 pm,https://www.tolima.travel/prestadores-turisticos/la-casa-vieja-restaurant,5
Hotel Iguaima,Ibagué,Hospedaje,"El lugar ideal para recargar energías y sobrecargarse con la belleza de la naturaleza…a solo 16 Km de la ciudad de Ibagué por la vía del Cañón de Combeima encontrarás el Hotel Iguaima, un lugar pleno de belleza natural y arquitectura campestre, cuenta con un confortable y cálido alojamiento de 20 habitaciones con capacidad para 80 personas, donde su complemento perfecto es la gran variedad de actividades ecológicos que puedes realizar en sus bellos alrededores, categorizándolo como escenario perfecto para realizar senderismo, avistamiento de aves/colibrís y de estrellas. Además, de contar con un restaurante donde sus ricos platos son elaborados con productos de la zona; cuenta con un amplio salón de eventos, convirtiéndose en el mejor lugar para reencuentros donde el bello paisaje será su mejor decoración y harán de tus recuerdos fotográficos los mejores. Todo esto lo podrás hacer mientras disfrutas del aire puro, la tranquilidad de la montaña y el sonido arrullador del Rio Combeima. El hotel Iguaima y su equipo de colaboradores te sorprenderán con grandes detalles de amabilidad y complacencia haciendo de tu estadía un momento placentero donde el único riesgo que correrás es que te quieras quedar por siempre.",Alojamiento de lunes a domingo 12:00 am a 11:00 pm,https://www.tolima.travel/prestadores-turisticos/hotel-iguaima,5
El Cural Parilla,Ibagué,Gastronomía,"La perfecta fusión entre el campo y la parrilla… A pocos kilómetros de Ibagué podrás disfrutar de una deliciosa parrilla campestre en el Restaurante El Cural Parrilla, te deleitarás con comida típica, zona de juegos para los más pequeñitos y todo rodeado por un ambiente único y natural; su amplio salón es una buena opción para que programes allí cualquier tipo de evento, familiar o empresarial.",Domingos y festivos 12:00 am a 4:00 pm,https://www.tolima.travel/prestadores-turisticos/el-cural-parilla,6
Restaurante Campestre Los Amigos,Ibagué,Recreacion,"El Restaurante Campestre Los amigos es especialista en convertir tus días de descanso familiar en encantadores…a 15 minutos de la ciudad de Ibagué podrás disfrutar de sus bellos jardines y amplios espacios, atesora una piscina donde vivirás momentos refrescantes y un parque infantil para los más pequeños. Cuenta con un restaurante en el cual saborearas ricos platos de comida típica donde serás atendido por sus propietarios.","Sábados, domingos y lunes festivos 10:00 am a 5:00 pm",https://www.tolima.travel/prestadores-turisticos/restaurante-campestre-los-amigos,6
Mi Cabaña Campestre,Ibagué,Recreacion,"Te mereces pasar tus días de descanso en un lugar tranquilo, único y familiar, mi cabaña campestre es todo lo que vas a necesitar. Su gigantesca piscina, sus lindas zonas verdes, su deliciosa gastronomía y su confortable hospedaje lo convierten en el mejor escenario para la celebración de tus eventos y momentos especiales.",Lunes a domingos 8:00 am a 6:00 pm,https://www.tolima.travel/prestadores-turisticos/mi-cabana-campestre,6
Restaurante y Hospedaje Tupinamba,Ibagué,Gastronomía,"Restaurante y hospedaje, atendidos por sus propietarios Manuel Espinoza y Javier Oyola, anclado a orillas del rio combeima, rodeado de exuberante vegetación y jardines, ofreciendo también, además de la excelente comida y alojamiento un museo veredal y anticuario. Platos típicos tradicionales del Tolima, de Colombia y algunos platos gourmets. Almuerzos musicales en vivo y tertulias musicales el ultimo viernes de cada mes a partir de las 7 pm hasta las 12pm. para huéspedes hacemos senderismo guiado a la cascada la Gonzales o cabalgatas con anticipación, el servicio de hospedaje se atiende con o sin alimentación.","Sábados, domingos y festivos 7:00 am a 6:00 pm",https://www.tolima.travel/prestadores-turisticos/restaurante-y-hospedaje-tupinamba,6
